1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
P1-T1-1_leaves	0	0.00167888404798921	0	0.0742100494038066	0	0.0885857782326015	0	0.0654565200317812	0.0697085956807767	0	0	0.024863364013021	0.00270772992996176	0.190608117663402	0.103350953585228	0	0.0473833577805106	0.014744793869744	0	0.226217690661264	0.0392671269177921	0	0	0	0	0.050448698065433	0	0.000768340116689092	0	0
P1-T1-4_leaves	0	0	0	0.0409052197777948	0	0.168865048874898	0	0.0846483354827495	0.0676654613396801	0	0	0.0454433312464137	0.000662726466961318	0.248289960389873	0.102487579423675	0	0.0388630882137911	0	0	0.116248401253368	0.0126493785115611	0	0	0	0	0.0732714690192342	0	0	0	0
P1-T2-4_leaves	0	0.000492078711886778	0	0	0	0.349700114367931	0	0.082474468589723	0.0630052080729194	0	0	0.0934856260954498	0.00159210106138244	0.132658209329552	0.0267098438218453	0	0.0765407920718364	0.00758361679278252	0	0.0209699764283555	0	0	0	0	0	0.144787964656336	0	0	0	0
P1-T3-2_leaves	0	0.00265635603000471	0	0.0512276798651304	0	0.106942461526708	0	0.0899501091994607	0.0606634638690314	0	0	0.00466973338328213	0	0.203125431717214	0.0417645779318096	0	0.0426843648515517	0.0101175615470468	0	0.234889395134578	0.0235617079310068	0	0	0	0	0.121626752364274	0	0.00612040464890227	0	0
P1-T3-3_leaves	0	0	0	0.0712584066593414	0	0.112789212361015	0	0.0319073601329402	0.0602645493912314	0	0	0.0474494037428678	0	0.222979690714087	0.0650033302947304	0	0.0458729962049921	0	0	0.241836326019467	0	0	0	0	0	0.0991870276852645	0	0.00145169679406328	0	0
P1-T4-3_leaves	0	0	0	0.0800859013575142	0	0.0874264030240116	0	0.0279143574857623	0.0571142852094693	0	0	0.0143871493361241	0	0.220082152757528	0.0834951569064661	0	0.0379596315058737	0	0	0.212801658599454	0.00447140626021961	0	0	0	0	0.164525078881765	0	0.00973681867581169	0	0
P1-T4-4_leaves	0	0	0	0.0585975145135038	0	0.110352187777105	0	0.0768078268002994	0.050400835404235	0	0	0	0	0.205646198535832	0.0328864705895748	0	0.0643204998169519	0	0	0.247328473443598	0.0149683438412868	0	0	0	0	0.134453172538281	0	0.00423847673933266	0	0
P2-T1-1_leaves	0	0	0.0400157552137202	0.0374540289145828	0	0	0	0.201343873222053	0.287478166157948	0.0182508502201798	0	0	0.0262007150392094	0.0272064328998892	0	0.00973224440534313	0.18186016741808	0.150973151657859	0	0	0	0	0	0	0	0	0.00293069409842446	0.016553920752711	0	0
P2-T1-3_leaves	0	0	0.0719836403721074	0.0175658115002192	0	0	0	0.212730482349575	0.327924780586364	0.00765701754933471	0	0	0.0319612524278415	0.00816119223056908	0	0	0.186743939689288	0.107967127172539	0	0	0	0	0	0	0	0	0	0.0273047561221609	0	0
P2-T2-5_leaves	0	0.00343940852118704	0.00583389251848864	0	0.0166283048103916	0.00136937148156026	0	0.325666753272068	0.25963767142745	0.0189476117122392	0	0.00379828502987424	0.0266595312093602	0.0424085232451302	0	0	0.0999035662563429	0.148956364482797	0	0	0	0	0.00307515079730531	0	0.000565164026089964	0	0.00741270144157529	0.0177243154950912	0	0.017973384273049
P2-T4-2_leaves	0	0	0.0184242430157431	0.00343232940983808	0	0	0	0.209402357492042	0.282833732617636	0	0	0	0.0231808261160716	0.00974583134478525	0	0.0621891482077371	0.238837031071619	0.107869814268632	0	0	0	0	0	0.0127468187153829	0	0	0.00157251556506063	0.029765352175452	0	0
P2-T4-3_leaves	0	0.00487152316818836	0.0318735079305798	0.0456000267009765	0	0	0	0.199661275270189	0.247560459927353	0.00743342529393285	0.00771011027871971	0	0.0287193369698049	0.00426896306333074	0	0.00757676698740786	0.179988790310955	0.174637405782517	0	0	0	0	0	0.000519187738010896	0	0	0.0123892747016619	0.0471899458763728	0	0
P2-T5-1_leaves	0	0.002250475245015	0	0.0297408268285064	0	0	0	0.313180808347811	0.188682898093924	0.0405708486919709	0.0129658789872084	0	0.0221511176060133	0	0.00172942305977689	0	0.130132270457965	0.243072239671557	0	0	0	0	0.0133501951209138	0	0	0	0.00217301788933782	0	0	0
P2-T5-4_leaves	0	0	0	0.0748243631459365	0	0	0	0.191274355091372	0.203691441295789	0.0343393396102201	0.00372508809228999	0	0.0148306182075263	0.0183673748024423	0	0	0.178201592554527	0.263502769980956	0	0	0	0	0	0	0	0	0	0.0172430572189412	0	0
P2-T6-2_leaves	0	0	0	0.0992672039026136	0	0	0	0.257344444226101	0.133856362702983	0.00294273681780537	0	0	0.017543950995549	0.0285757805055577	0	0	0.24054088868085	0.167078907820877	0	0	0	0	0	0	0	0	0.00107175001893718	0.0517779743287256	0	0
P2-T6-6_leaves	0	0.00419807995131603	0	0	0	0	0	0.267852612721468	0.193830023440861	0.00944419994196265	0.00410263280105598	0	0.0165608735307383	0.0477142096427877	0	0	0.29669168903793	0.135116165755026	0	0	0	0	0	0	0	0	0.00285048089971182	0.0216390322771425	0	0
P3-T1-1_leaves	0.018147810525519	0	0	0	0	0.0681923184311467	0	0.238961391038576	0.367751589960132	0.0164115326557477	0	0.087919495483196	0.0182117530984586	0.0304072887583813	0	0.0319885428055991	0	0.0958842784924123	0	0	0	0	0	0	0	0	0.00339810642425387	0.0227258923265771	0	0
P3-T1-4_leaves	0	0	0.102198928677232	0	0.0683643643908463	0	0	0.180734956497579	0.378050789075047	0.0160661166484621	0.00248221259650647	0.0699298610272538	0.0245758609052721	0.0177226593131655	0	0.0158512043745293	0	0.0902414403649391	0	0	0	0	0	0	0	0	0.00738668787458902	0.0263949182545782	0	0
